Puan	Yorum
1.0	Ahmet Ümit zaten takibimde ki bir yazar hemen aldım. Biraz ince bir kitap. çabuk bitecek. en kısa zamanda yeni bir kitap daha gelir umarım :
1.0	Çok güzel bir kitap... Ortaokul 7. sınıftaki kızım bir günde bitirdi.
1.0	Telleri henüz kullanmadım ama mağazadan memnunum zamanında gönderim yaptıteşekkürler. 
1.0	Sağlam ve kaliteli 
1.0	Ağlayarak bitireceğiniz Kenan ın gerçek hikayesi kesinlikle okunmalı herkezin içinden kendine pay çıkaracağı bir kitap.....kitaplığınızda mutlaka yer almalı 
1.0	Sabah sıparış verdim ertesi gün akşama geldi. Süper! Devamını yakındafd isteyeceğim 
1.0	Malzeme kutusu biraz küçük satıcıylamı alakalı bilmiyorum ama sensör sistemi yaparken kısa devre yapıyor arduino2 tane kutuyla geliyor 1 tanesi karton diyeri plastik malzemeleirnden biri yağlıydı biraz
1.0	Sinan Akyüz ün kitaplarını hiç okumadım, son sip. ettiğim kitap serisinde kutunun içinden; Sinan Akyüz -İncir Kuşları kitabının broşürü çıktı, kitabı sip. ettim. Kitabı okurken heycanımı hiç kaybetmedim gözyaşlarıma hakim olamadım. Hepsiburada hızlı teslimat ve her sip. sorunsuz ürünleri gönderdiKitabı muhakkak okuyun ....
1.0	yazılar cok minik..fena değil, fiyatı biraz pahalı.
1.0	gelen malzemenin kalitesi kullanışlılığı açısından 10 numara.. puzzle yarıda kaldı derdi yok üzerinde puzzle ı yap kalanına sonra devam et..fiyatıda hepsiburada.comdan ucuzu yok...kaçırmayın..
1.0	az önce filmini izledim ve hemen kitabını aramaya başladım hbnın stoklarında kalmamış fakat gelir gelmez ilk işim almak olacak.Okumadıysanız-izlemediyseniz çok şey kaybetmiş olursunuz,böyle bir dostluk ve fedakarlık ancak romanlarda-filmlerde olur cinsten,insanı derinden etkileyen ve sonundaki acı gerçeklerle yaralayan bir hikaye...
0.0	Ürün çok güzel korunmuş şekilde geldi 1 yıldızım o yüzden fakat ürün faydalı faydalı olmasına ama tam doldurduğumda alttan kaçırdı ve zor dolduğu için alttaki sibobu kayma yapıp duruyor parçalandı da zaten 3 kere kullanmışımdır 2 günde bozuldu attım çöpe 
1.0	Günümüzde de &quot;Tarih tekerrürden ibaret&quot; dedirten gerçeklerin yakın geçmişteki ağır izleri bu kadar güzel aktarılabilir. Irk, inanç ve millet ayrımı yapmayan gerçek insanların, insanlıklarından nasıl bezdirilmeye çalışıldığının resmini çiziyor bu kitap. Duyarlı herkesin gözlerini dolduracak, tüylerini ürpertecek bir eser. Çok başarılı.
1.0	hikaye güzel fakat sonu çok askıda kalmış daha net bi son isterdim &#129335;
1.0	24 saatte elimizde Tesekkur ler.cocugumuz kitapları çok sevdi 3 yaş için uygun hikayeler...
1.0	Kargo hızlıydı kitap zaten müthiş
1.0	Gayet kullanışlı
1.0	Çok kaliteli , çok akıcı , yalın anlatımlı fiyatına göre çok makul fakat sayfa sayısı az : :D
1.0	bu kitap okunması gerekli çünkü bizler artık çocuklarımıza çok fazla serbestlik veriyoruz. burada anlatılan bu serbestliği verirken neleri nasıl uygulamamız gerektiği.
1.0	Oyun kartları güzel fakat kartlar karton yani plastik değil onun dışında güzel
1.0	Çok güzel bir ürün.Hediyesi için de teşekkürler. Inşallah bebegim de sever
0.0	teknik jargonla doldurduğu kısımlarda ne kadar çok araştırma yaptığını fark etmemiz için elinden geleni yapan yazar neredeyse her şeyi bilen kişinin kendisi olduğunu iddia edecek gibi. macera kurgusu ise sıkıcı ve bence acemice yazılmış. sonuçta orada burada ellerde görünce şaşırtan ve insanların nasıl bu kadar ilgi gösterdiğini düşündüren zayıf bir roman
1.0	tam bir başyapıt ve iş bankası kültür yayınları çok başarılı ancak ptt kargo yavaş çarşamba elimde olması gereken kargo cuma geldi.
1.0	Satıcı güvenilir klarnet öğrenmek için ideal.benim aldığım üründe tuşun bir tanesi yerine oturtulmamıştı içinden çıkan ayar tornavidasıyla hallettim.içinde gelen kamış değiştirilince ,iyi kamış iyi ses . harika bir klarnet.
0.0	malesef normal balondan yapılmış. oğlum çok istediği için 2 adet almıştık ilk sıktırmada patladılar
1.0	Hızlı gönderi işin teşekkür ederim . Çok güzel bir LP 
0.0	Altlığı çok kötü kokuyor. taşları ve muhafazası guzel
1.0	Jazz seven erkek arkadaşıma hediye olarak aldım , fiyatı performansı çok iyi. Profesyonel bir pikap aramıyor ama vintage bir ürün istiyorsanız tam size göre . Ses kalitesi gayet yeterli. Bluetooth ile telefona bağlanması. Usb den şarkı çalması da ayrıca bir avantaj 
1.0	Şimdi bu kitap değil bence, bu kitapsa diğerleri ne acaba diyeceğiniz bir kitap üstü bir şey....Anne ve baba olarak herkes iyi ki okudum rahatladım diyecek ama en önemlisi çocuğunuz “Allah bu kitabı yazanın ne dileği varsa versin, iyi ki yazmış, anam babam değişti ben de rahatladım hayatımız değişti” dedirtecek bir kitap emin olun. Beynimi okumuş kitap yazmış sanki yazarı. Bu kitabı okuyunca ben normalim çocuğum da normal kasılmaya gerek Yol diyeceksiniz. 
1.0	10 aylik cocuguma aldim. urun cok guzel ve faydali.
1.0	Kargo mükemmel hızlı geldi.Nutuk 'a zaten söylenecek bir şey yok.Tek kelimeyle harika.
1.0	Hızlı teslimat. emeği geçen herkese teşekkürler.
1.0	Ürün fana değil. Keşke yedek blok tahta dan olsaydı. TEşekkürler
1.0	kaliteli soru lar var kitapta .
1.0	Fiyatına göre çok güzel bir ürün ses kalitesi diğer fonksiyonları yeterli çocuklar çok beğendi üç yaş sonrası için alınabilir
1.0	TEŞŞEKÜRLER SORUNSUZ GELDİ,
1.0	Ticareti çok iyi biliyorlar mükemmel
1.0	Tek kelimeyle mükemmel bir roman. Şiddetle tavsiye ederim.
1.0	Ürün anlatıldığı gibiydi ve dün sipariş ettim, bu gün elime ulaştı.Hızlı kargo ve harika ürün. :
1.0	Ürünü babalar günü hediyesi olarak aldım , 30 yıldır düzenli satranç oynayan babam çok beğendi , evin bir köşesinde dursa bile çok şık &#128077;Yalnız satıcıya dikkat , kahramanlar dünyası isimli satıcıdan aldığım kargo tek kat pıt pıt ile sarılı geldi, menteşe kısmında minik bir çatlak vardı , sonra iade edip bilzeka isimli satıcıdan aldım , sıkıntı çıkmadı Böyle bir ürün tek kat pıt pıt ile sarılmamalı , hepsiburada direk iade kabu etti , herzaman bu siteden alıyorum hiç pişman olmadım &#128077;
1.0	alıcam çünkü uçurtma avcısını okuyorum bitmek üzere ve bende uçurtma avcısını şiddetle tavsiye ediyorum dehşet bişey harika bi roman insanın ta içini cızırdatıyo...
1.0	8yaşında küçük kardeşime aldım bu oyunu, hediye ettim. Çok keyifli bir oyun oldugunu söyleyip, hemen anlatmaya başladı. 2 gündür sürekli Uno oynunu oynuyoruz. Hakkaten dediği gibi var, aynı oyundan kendi evime de almayı düşünüyorum:D
1.0	akıcı bir kitap sıkılmadan okunabilir
1.0	Çocuğumun okul ödevi için gerekli bu kitabı arıyordum. Online kitap satış sitelerinde tükenmiş hepsi burada ekibine teşekkürler.
1.0	Kızım için aldım, bende bir saat de okudum. Güzel..
1.0	YEni öğrenmeye çalıştıgım baglamayı burdan aldığıma cok memnunum bır kac hocaya gosterdıgımde cok ıyı fıyata almıs oldugumu ve guzel sesı oldugunu ogrendım
1.0	Fiyatı 1.20 civarındayken aldım. Klasik oyunları seviyorum canım sıkılınca açıp oynuyorum.
1.0	ürünü kardeşim için aldık kalitesinden 1 yıldız kırdım paketleme güzeldi hızlı kargo güvenilir mağaza
1.0	kitap çok güzel sıkılmadan bitirdim.okurken keyif veriyor.yazarın aşkı işlerken annelerin fedakarlıklarını da işlemesi oldukça güzeldi. AHMET BATMAN a ve hepsiburada ya teşekkürler.
1.0	7 Yaş çocuğuma aldım. mutlu oldu. ne beklediğiniz önemli. bu fiyata iş görür. kulaklık takınca sadece bagetlerin sesi geliyor. 
1.0	çok beğendim. tavsiye ederim. kalite zaman geçirmek isteyen anne ve babalar için güzel bir set.
1.0	Fiyat uygun, kargo çok hızlı.
1.0	Çok hızlı geldi. Araştırıp aldım.İnşallah yararlı olur. 
1.0	hizli kargo icin cok tesk
1.0	Serinin en uzun ve en karmaşık kitabı oldugunu düşünüyorum. Ama oldukça sürükleyici bir yapım ortaya çıkmış. Şİddetle okumanız tavsiye ediyorum.
0.0	Okuyun veya okumayın demeyeceğim. Kişisel gelişim kitabı. Elime ilk aldığımda çok heyecanlıydım.Hemen okumaya giriştim.Hatta başladığım gibi yarısına geldim. Ama tekniklere inanç ve sabır ile devam etmek gerekiyor. Doğru sözcükleri bulmak vs.. Bunları beceremedim sanırsam.Ama yazarın anlatımı samimi, yalın ve akıcı.Kitap kapağı ve içeriği ilgi çekici. Okunması zaman kaybı değil asla. Kişisel gelişim açısından değerli bilgiler verebilir. İyi okumalar..
1.0	5 yıldız
1.0	Oğlum sıkılmadan etkinlikleri yapıyor memnun kaldik
0.0	Anlatımı çok basit ve sıkıcı bir kitap olmuş.
1.0	Mutlaka herkese ve her yaştan insana okutulması gereken bir kitap, insana umut veriyor ve &quot;hiçbir şeyin aslında tam anlamıyla &quot;imkansız&quot; olmadığını anlatıyor.
1.0	Kargo işlemi hızlıydı ve taşıma sırasında bir sıkıntı olmadı, fiyat diğer sitelere göre aldığım dönemde çok uygundu. Kitaplar Orta Dünya'yı sevenlerin okuması gereken kitaplar.
1.0	Uygun fiyat, kitabı tartışmaya gerek yok zaten 
1.0	gayet guzel basarılı akışı ıyı
1.0	ürünün fiyatı , dışarıya göre çok uygun
1.0	Urun 1 gun icinde elime ulastı hicbir sıkıntısı yok 30 dk icinde nasıl ucurulcagını cozdüm tessekurler hubsan
1.0	Teşekkürler. Araya Ramazan Bayramı girmesine rağmen hızlı ve ucuz.
1.0	teşekkürler hocam
1.0	Kızım için yeni aldım kargo süresinde geldi, cihazı güzel görünüyor.
0.0	Ürünü tavsiye etmem çünkü meyveler belirgin resimli değil ve 2 yaşındaki kızım anlayamadı ü
1.0	Aslında iskender pala okuyucusu değilim ancak bu kitabı tavsiye üzerine alıyorum okuyan arkadaşlarım çok beğenmişlerdi şimdi sıra bende en kısa sürede bitirmeyi planlıyorum, kim bilir belki de İskender Palanın diğer kitaplarınıda alırım
1.0	Harika tavsiye ederim 
1.0	hiç dronum olmadı ve hiç drone kullanmamıştım almışken iyi birşey alayım dedim zor karar verdim aldım , iyiki almışım hubsan'ı aradım teknik destek verdiler yılmadan sorularımı yanıtlayıp her konuda yardımcı oldular bu sayede kurulumu yaptım ve ürün okadar mükemmel okadar stabilki rahat kullandım hubsana nurdan teşekkür ediyorum desteklerinden dolayı .
0.0	Ürün baya geç ulaştı hazırlanması ve kargoda gecikme oldu ama diyer piyasalara göre uygun fiyat geç ulaşım.&#128076;
1.0	kitabı elime ilk aldığım an öncelikle koklayıp içime çektim. tabi hemen kitabı bitirmedim çünkü şiir kitabı bu hemencecik bitirmenin anlamı olmaz. tawsiye ederim okuma gönüllülerine..
0.0	Hiç memnun kalmadık bardaklardan siyah olanı gelmedi 
1.0	Çocuğum için sipariş verdim bir gün sonra satranç takımı hediye paketi yapılmış şekilde adresime ulaştı. Taşların kalitesi güzel, tahtanın büyüklüğü ideal. Başlangıç için gayet uygun bir satranç takımı. 
1.0	kitap elime geçer geçmez 3 günde bitirdim o kadar yüksek tempolu bir kitap olmuşki insan elinden bırakamıyor.ben sadece filmlerini izlemiştim okuduğum tek harry potter kitabıydı ama tek kelimeyle bütün hikayeyi bütünleyen kitap olmuş.eğer böyle fantastik maceraları seviyorsanız hiç düşünmeden alabilirsiniz çünkü değer.
1.0	Harika bir ürün çok kaliteli
1.0	Hizlica elime ulasti, guzelce paketlenmis ve kivrik/yirtilmis/deforme olmus her hangi bir kösesi olmadan elime ulasti. Magazalarin tamamindan daha uygun veya esit fiyatliydi. Tesekkur ederim.
1.0	çocuğunuz için başlangıç gitarı olarak alınabilir
1.0	Kaliteli ve iyi kargolanmış teşekkürler
1.0	sağlam ve çok iyiharika
0.0	Böyle bir ürün yapıp sadece birkaç güzel ismi bulundurmak hoş olmamış bence. Yeşilçamı yeşilçam yapan üstadların birçoğu yok maalesef..
1.0	cort son derece başaralı bir ürün sunuyor kaliteli ses ve malzeme akademi müzik logolu kılıf için ayrıca mağazaya teşekkür ederim...
1.0	selamlar biundan once dgs nin4 5 yasini bitirdik simdi bu urunu aldim bi oncekinin devami seklinde biraz daha sanirim zorlasmis.Ama cok is gordu bizde tavsiye ederim.
1.0	Zülfü Livaneli kitapları arasında favorim oldu kitabı bitirdikten sonra karakterleri düşünmeye devam ettiriyor 
1.0	Hediye paketi yapılmış, çok güzel korunaklı paketlenmiş. memnun kaldım.
0.0	Saman kağıdından yapsam daha kalın olurdu. Tek eli anca çıkarır galiba.
1.0	Hızlı kargo uygun fiyat... Teşekkürler hepsiburada.com
1.0	Hızlı Kargo ve Kaliteli Kitaplar İçin Teşekkür Ederim ???? Hepsiburada danKitap Alırken Düşünmeyin Dört Dörtlük Herşey En Ufak Bir Yıpranma, Eskime Vs.. Yok ??????
1.0	HERZAMAN HEPSİ BURADA MEMNUN ETMİŞTİR
1.0	Kitap iki arkadaşın arasında geçen mektuplaşmalardır. Bu mektuplarda çocuklar büyükleri nasıl gördüklerini anlatmaktadır. Kitap son derece akıcı ve komik okumanızı kesinlikle tavsiye ederim
1.0	Kızım beğendi.hepsiburada expres hizmeti mükemmel
1.0	Özenli paketlemesiyle EKİN Yayınevi'ne teşekkür ederim.Kaynak olarak da verimli öğretmenimizden onaylı.
1.0	Çok beğendim. Tavsiye ederim. 4 yaş içinde çok uygun olduğunu düşünüyorum. Çocuklara soru sorması da kitabın ayrı güzelliği hem çocuğunuzun ne anladığını anlıyorsunuz hemde öğrenip öğrenemediğini.
1.0	tahtasi güzel. taslarida bir tık kaliteli olsa 10 numara. Guzel bir oyun.Baslangic acilma hareketleri biraz zaman aliyor ama rakipler yaklaştikca strateji savasi basliyor. Denenmeli
1.0	Ürün geldi bi sıkıntısı yok güzel paketlenmiş 2 tane de pena göndermişler müşteri memnuniyeti iyi ama abartıldığı kadar ahım şahım değil kullanımı kolay yumuşak teller tınısı hoş alınabilir
1.0	Kitap oldukça güzel.Defalarca sıkılmadan okunabilecek bir kitap.
1.0	Hızlı kargo hasarsız geldi teşekkürler.
1.0	Çok çok hızlı kargoo ?? 
0.0	Kesinlikle berbat bir ürün, ucuz diye almayı planlıyorsanız almayın. Geri iade etmeye bile değmeyecek bir ürün. Resmen A4 kağıdına renkli baskı yapılmış !!! Bu ürünün satılmasına izin verilmesi de ilginç
1.0	bir kitabı sadece okumak yetmez. aynı zamanda şifreleri çözmek, anlatıları bulmak gerekiyor. harry potter, II.Dünya Savaşını çok iyi bir şekilde anlatıyor. ayrıca başarmanın önünde her zaman engeller olacağını, hiçbir şeyin kolay olmadığını anlatıyor. kısacası, okuduğumuz eser kadar, ondan nasıl çıkarım yaptığımız da önemlidir
1.0	Paketleme ve teslimat güzel. Kitaplarda örnek çalışmaları ve anlatımıyla geliştirici, teşekkürler. 
1.0	Arkadaslar tereddüt etmeden alabilirsiniz... Kesinlikle bu fiyata ucuz
1.0	Kargo çabuk geldi teşekkür ederim.karakök yayınları matematikte gayet iyi
1.0	ÇOK GÜZEL BİR KİTAP 1 GÜNDE ELİME ULAŞTI GERÇEKTEN TEBRİKLER HEPSİBURADA.COM
1.0	Hızlı gönderi. Teşekkür ederim
0.0	3. Sınıf bir çeviri. Teslimat dışında hiçbir
1.0	Çocuklar için muhteşem..
1.0	Gönderim hızlıydı, siparişimden sonraki gün geldi.Kitap ilk okul ders kitaplarına benziyor ama faydalı.
1.0	Ürün elimize sağlam bir şekilde ulaştı. Kargoda herhangi bir sıkıntı yaşamadık. Ürün elimize 5. gün ulaştı. Satıcıya teşekkür ederim.
1.0	ertesi gün kitap elime geçti teşekkürler
1.0	kitabin kapak tasarimi mukemmel cok iyi
1.0	Kaliteli ürün uygun fiyat Teşekkürler.
1.0	Çok güzel bir kitap iyi ki almışım 
1.0	Çok güzel tavsiye edilir kitap
1.0	Gayet güzel ve faydalı bir kitap.tşk ederim
1.0	Çok iyi derdim ama korgo 1 gün geç geldiği için iyi dedim ama sorun yok gayet iyi
1.0	Çok kaliteli parçaların toplantığı güzel bir albüm
1.0	Çok güzel anlatımı hiç sıkmıyor hem büyüklerin hemde küçüklerin okuyabileceği bir kitap.
0.0	içeriğinde kayda değer birşey yok, herkesin bildikleri.. çok iyi bir kitap okuyucu olduğum halde nasıl çok satanlar listesinde olduğunu anlamadım..
1.0	hızlı teslimat
1.0	Paketleme ve teslim süresi çok iyi, sürekli kullandığım bir ürün zaten gayet memnumum 
1.0	Hızlı Kargo Kaliteli satış Teşekkürler??
1.0	Kızımın ilgisini çeken tek kitap diyebilirim. Diğer kitaplardan çok daha hızlı bir şekilde sıkılırken bu kitapladaha uzun zaman geçiyoruz.Herkese öneririm.
1.0	başlangıç için fazlasıyla mükemmel. pervane koruyucu, 3yedek pil,USBşarz kablosu ve pervane tornavida paket içinde geliyor. sd Kart girişi cihazın altında telefon ile app uygulama ile wi-fi üzerinden bağlantı kurabilirsiniz. kamera görüntü kalitesi iyi ve sağlam duvara çarpıp düşürdüm bana mısın demedi . fiyata göre düşünülmeden alınacak başlangıç kullanıcıları için mükemmel 2/3000tl boşa para vermeyin.
1.0	Gayet net bir şekilde ses alıyor. Dip ses yok ya da ben duymadım. İphone ve dizüstü bilgisayarda sorunsuz çalıştı. Tam bir fiyat performans ürünü. 19 şubat teslim yazmasına rağmen 15 şubatta verdiğim siparişi, satıcı firma aynı gün kargoladı ve ben 16 şubatta şube de yakın olduğu için elden teslim aldım. Kablosu ince diyenler var ama bence ideal ve oldukça uzun. 
1.0	çok hüzünlü bir kitap. Zaten Aytmatovun kalemini çok begenirim su gibi akıcı bir dili olduğunu düşünüyorum. Yazarın bütün eserlerini olduğu gibi bu kitabını da tavsiye ederim.
1.0	güzel paketlenmiş, hızlı geldi
1.0	Bu kitabı okumadan önce okuma yazma bilmiyomuşum.... Gerçekten de ölmeden önce okunası kitaplardan biri. Günümüzü 1948 den gören zeki bir anlayış ve otoritenin iğrenç hiyerarşisini gösteren bir yapıt... otoriter ol , yalaka ol , proleter ol, mutlu ol.... aptal ol , sistemde ol , mutlu ol ....
1.0	Geleceğimizin böyle olmasından korkutan bir kitap akıcılığıyla kendine çekiyor insanı herkese tavsiye ederim.
1.0	agatha christie nin en iyi kitaplarından biri akıcı merak uyandırıcı buldum.
1.0	Teşekkürler,herhangi bir sıkıntı yaşamadım
1.0	MÜKEMMEL OLDU...:
1.0	kesisnlikle okunması gereken muhteşem bir atatürk kitabı
1.0	5 yaşındaki oğluma Atatürk ü anlatıyordum. tesadüfen bu seriyi gördüm ve şansıma da indirimde olunca hemen aldım. çocukların anlayacağı bir dille o kadar güzel anlatılmış ki iyiki almışım. her ebeveynin alması gereken bi seri kesinlikle
